Material_Flag,V1 (m/s),b (mm),d12 (mm),d23 (mm),h1 (mm),h2 (mm),h3 (mm),beta1 (deg),Vc12 (m/s),Vc23 (m/s),T_Interface1 (K),T_Interface2 (K),Clearance_OK,Weldable
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.15,1.5,1.5,14.036243467926479,2163.0271306544387,469.95926902185795,55.70488076164226,25.81608614803901,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,0.8,0.8,14.036243467926479,2163.0271306544387,453.99767892773843,82.98190048543317,18.75346341861691,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,0.8,1.15,14.036243467926479,2163.0271306544387,453.99767892773843,82.98190048543317,18.75346341861691,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,0.8,1.5,14.036243467926479,2163.0271306544387,453.99767892773843,82.98190048543317,18.75346341861691,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,1.15,0.8,14.036243467926479,2163.0271306544387,471.8125385311156,82.98190048543317,26.65306915798939,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,1.15,1.15,14.036243467926479,2163.0271306544387,471.8125385311156,82.98190048543317,26.65306915798939,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,1.15,1.5,14.036243467926479,2163.0271306544387,471.8125385311156,82.98190048543317,26.65306915798939,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,1.5,0.8,14.036243467926479,2163.0271306544387,469.95926902185795,82.98190048543317,25.81608614803901,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,1.5,1.15,14.036243467926479,2163.0271306544387,469.95926902185795,82.98190048543317,25.81608614803901,1,1
0,1057.142857142857,12.0,3.0,2.1666666666666665,1.5,1.5,1.5,14.036243467926479,2163.0271306544387,469.95926902185795,82.98190048543317,25.81608614803901,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,0.8,0.8,14.036243467926479,2163.0271306544387,355.36174067621903,32.320752896370244,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,0.8,1.15,14.036243467926479,2163.0271306544387,355.36174067621903,32.320752896370244,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,0.8,1.5,14.036243467926479,2163.0271306544387,355.36174067621903,32.320752896370244,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,1.15,0.8,14.036243467926479,2163.0271306544387,395.52336958320564,32.320752896370244,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,1.15,1.15,14.036243467926479,2163.0271306544387,395.52336958320564,32.320752896370244,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,1.15,1.5,14.036243467926479,2163.0271306544387,395.52336958320564,32.320752896370244,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,1.5,0.8,14.036243467926479,2163.0271306544387,405.97020726158695,32.320752896370244,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,1.5,1.15,14.036243467926479,2163.0271306544387,405.97020726158695,32.320752896370244,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,0.8,1.5,1.5,14.036243467926479,2163.0271306544387,405.97020726158695,32.320752896370244,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,0.8,0.8,14.036243467926479,2163.0271306544387,355.36174067621903,55.70488076164226,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,0.8,1.15,14.036243467926479,2163.0271306544387,355.36174067621903,55.70488076164226,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,0.8,1.5,14.036243467926479,2163.0271306544387,355.36174067621903,55.70488076164226,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,1.15,0.8,14.036243467926479,2163.0271306544387,395.52336958320564,55.70488076164226,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,1.15,1.15,14.036243467926479,2163.0271306544387,395.52336958320564,55.70488076164226,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,1.15,1.5,14.036243467926479,2163.0271306544387,395.52336958320564,55.70488076164226,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,1.5,0.8,14.036243467926479,2163.0271306544387,405.97020726158695,55.70488076164226,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,1.5,1.15,14.036243467926479,2163.0271306544387,405.97020726158695,55.70488076164226,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,1.15,1.5,1.5,14.036243467926479,2163.0271306544387,405.97020726158695,55.70488076164226,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,0.8,0.8,14.036243467926479,2163.0271306544387,355.36174067621903,82.98190048543317,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,0.8,1.15,14.036243467926479,2163.0271306544387,355.36174067621903,82.98190048543317,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,0.8,1.5,14.036243467926479,2163.0271306544387,355.36174067621903,82.98190048543317,14.370356064084767,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,1.15,0.8,14.036243467926479,2163.0271306544387,395.52336958320564,82.98190048543317,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,1.15,1.15,14.036243467926479,2163.0271306544387,395.52336958320564,82.98190048543317,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,1.15,1.5,14.036243467926479,2163.0271306544387,395.52336958320564,82.98190048543317,24.749881032501033,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,1.5,0.8,14.036243467926479,2163.0271306544387,405.97020726158695,82.98190048543317,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,1.5,1.15,14.036243467926479,2163.0271306544387,405.97020726158695,82.98190048543317,28.330343900674738,1,1
0,1057.142857142857,12.0,3.0,3.0,1.5,1.5,1.5,14.036243467926479,2163.0271306544387,405.97020726158695,82.98190048543317,28.330343900674738,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,0.8,0.8,11.309932474020213,2682.0793899765536,906.8148632803208,52.82227272602005,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,0.8,1.15,11.309932474020213,2682.0793899765536,906.8148632803208,52.82227272602005,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,0.8,1.5,11.309932474020213,2682.0793899765536,906.8148632803208,52.82227272602005,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,1.15,0.8,11.309932474020213,2682.0793899765536,854.9518953312737,52.82227272602005,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,1.15,1.15,11.309932474020213,2682.0793899765536,854.9518953312737,52.82227272602005,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,1.15,1.5,11.309932474020213,2682.0793899765536,854.9518953312737,52.82227272602005,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,0.8,1.5,0.8,11.309932474020213,2682.0793899765536,805.286374783254,52.82227272602005,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,0.8,1.5,1.15,11.309932474020213,2682.0793899765536,805.286374783254,52.82227272602005,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,0.8,1.5,1.5,11.309932474020213,2682.0793899765536,805.286374783254,52.82227272602005,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,1.15,0.8,0.8,11.309932474020213,2682.0793899765536,906.8148632803208,91.03929024166843,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,1.15,0.8,1.15,11.309932474020213,2682.0793899765536,906.8148632803208,91.03929024166843,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,1.15,0.8,1.5,11.309932474020213,2682.0793899765536,906.8148632803208,91.03929024166843,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,1.15,1.15,0.8,11.309932474020213,2682.0793899765536,854.9518953312737,91.03929024166843,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,1.15,1.15,1.15,11.309932474020213,2682.0793899765536,854.9518953312737,91.03929024166843,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,1.15,1.15,1.5,11.309932474020213,2682.0793899765536,854.9518953312737,91.03929024166843,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,1.15,1.5,0.8,11.309932474020213,2682.0793899765536,805.286374783254,91.03929024166843,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,1.15,1.5,1.15,11.309932474020213,2682.0793899765536,805.286374783254,91.03929024166843,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,1.15,1.5,1.5,11.309932474020213,2682.0793899765536,805.286374783254,91.03929024166843,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,1.5,0.8,0.8,11.309932474020213,2682.0793899765536,906.8148632803208,135.61851708155194,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,1.5,0.8,1.15,11.309932474020213,2682.0793899765536,906.8148632803208,135.61851708155194,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,1.5,0.8,1.5,11.309932474020213,2682.0793899765536,906.8148632803208,135.61851708155194,20.69707493069093,1,1
0,1057.142857142857,15.0,3.0,0.5,1.5,1.15,0.8,11.309932474020213,2682.0793899765536,854.9518953312737,135.61851708155194,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,1.5,1.15,1.15,11.309932474020213,2682.0793899765536,854.9518953312737,135.61851708155194,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,1.5,1.15,1.5,11.309932474020213,2682.0793899765536,854.9518953312737,135.61851708155194,15.652038014082303,1,1
0,1057.142857142857,15.0,3.0,0.5,1.5,1.5,0.8,11.309932474020213,2682.0793899765536,805.286374783254,135.61851708155194,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,1.5,1.5,1.15,11.309932474020213,2682.0793899765536,805.286374783254,135.61851708155194,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,0.5,1.5,1.5,1.5,11.309932474020213,2682.0793899765536,805.286374783254,135.61851708155194,1000000000.0,1,0
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,0.8,0.8,11.309932474020213,2682.0793899765536,703.9760573512756,52.82227272602005,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,0.8,1.15,11.309932474020213,2682.0793899765536,703.9760573512756,52.82227272602005,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,0.8,1.5,11.309932474020213,2682.0793899765536,703.9760573512756,52.82227272602005,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,1.15,0.8,11.309932474020213,2682.0793899765536,693.0934141602118,52.82227272602005,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,1.15,1.15,11.309932474020213,2682.0793899765536,693.0934141602118,52.82227272602005,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,1.15,1.5,11.309932474020213,2682.0793899765536,693.0934141602118,52.82227272602005,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,1.5,0.8,11.309932474020213,2682.0793899765536,670.1415888759387,52.82227272602005,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,1.5,1.15,11.309932474020213,2682.0793899765536,670.1415888759387,52.82227272602005,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,0.8,1.5,1.5,11.309932474020213,2682.0793899765536,670.1415888759387,52.82227272602005,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,0.8,0.8,11.309932474020213,2682.0793899765536,703.9760573512756,91.03929024166843,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,0.8,1.15,11.309932474020213,2682.0793899765536,703.9760573512756,91.03929024166843,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,0.8,1.5,11.309932474020213,2682.0793899765536,703.9760573512756,91.03929024166843,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,1.15,0.8,11.309932474020213,2682.0793899765536,693.0934141602118,91.03929024166843,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,1.15,1.15,11.309932474020213,2682.0793899765536,693.0934141602118,91.03929024166843,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,1.15,1.5,11.309932474020213,2682.0793899765536,693.0934141602118,91.03929024166843,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,1.5,0.8,11.309932474020213,2682.0793899765536,670.1415888759387,91.03929024166843,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,1.5,1.15,11.309932474020213,2682.0793899765536,670.1415888759387,91.03929024166843,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.15,1.5,1.5,11.309932474020213,2682.0793899765536,670.1415888759387,91.03929024166843,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,0.8,0.8,11.309932474020213,2682.0793899765536,703.9760573512756,135.61851708155194,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,0.8,1.15,11.309932474020213,2682.0793899765536,703.9760573512756,135.61851708155194,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,0.8,1.5,11.309932474020213,2682.0793899765536,703.9760573512756,135.61851708155194,28.08591222999594,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,1.15,0.8,11.309932474020213,2682.0793899765536,693.0934141602118,135.61851708155194,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,1.15,1.15,11.309932474020213,2682.0793899765536,693.0934141602118,135.61851708155194,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,1.15,1.5,11.309932474020213,2682.0793899765536,693.0934141602118,135.61851708155194,37.234213756242646,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,1.5,0.8,11.309932474020213,2682.0793899765536,670.1415888759387,135.61851708155194,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,1.5,1.15,11.309932474020213,2682.0793899765536,670.1415888759387,135.61851708155194,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,1.3333333333333335,1.5,1.5,1.5,11.309932474020213,2682.0793899765536,670.1415888759387,135.61851708155194,38.63500194514499,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,0.8,0.8,11.309932474020213,2682.0793899765536,551.7237784206358,52.82227272602005,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,0.8,1.15,11.309932474020213,2682.0793899765536,551.7237784206358,52.82227272602005,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,0.8,1.5,11.309932474020213,2682.0793899765536,551.7237784206358,52.82227272602005,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,1.15,0.8,11.309932474020213,2682.0793899765536,571.7545397181154,52.82227272602005,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,1.15,1.15,11.309932474020213,2682.0793899765536,571.7545397181154,52.82227272602005,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,1.15,1.5,11.309932474020213,2682.0793899765536,571.7545397181154,52.82227272602005,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,1.5,0.8,11.309932474020213,2682.0793899765536,567.8710591119769,52.82227272602005,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,1.5,1.15,11.309932474020213,2682.0793899765536,567.8710591119769,52.82227272602005,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,0.8,1.5,1.5,11.309932474020213,2682.0793899765536,567.8710591119769,52.82227272602005,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,0.8,0.8,11.309932474020213,2682.0793899765536,551.7237784206358,91.03929024166843,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,0.8,1.15,11.309932474020213,2682.0793899765536,551.7237784206358,91.03929024166843,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,0.8,1.5,11.309932474020213,2682.0793899765536,551.7237784206358,91.03929024166843,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,1.15,0.8,11.309932474020213,2682.0793899765536,571.7545397181154,91.03929024166843,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,1.15,1.15,11.309932474020213,2682.0793899765536,571.7545397181154,91.03929024166843,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,1.15,1.5,11.309932474020213,2682.0793899765536,571.7545397181154,91.03929024166843,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,1.5,0.8,11.309932474020213,2682.0793899765536,567.8710591119769,91.03929024166843,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,1.5,1.15,11.309932474020213,2682.0793899765536,567.8710591119769,91.03929024166843,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.15,1.5,1.5,11.309932474020213,2682.0793899765536,567.8710591119769,91.03929024166843,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,0.8,0.8,11.309932474020213,2682.0793899765536,551.7237784206358,135.61851708155194,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,0.8,1.15,11.309932474020213,2682.0793899765536,551.7237784206358,135.61851708155194,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,0.8,1.5,11.309932474020213,2682.0793899765536,551.7237784206358,135.61851708155194,24.680880791188574,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,1.15,0.8,11.309932474020213,2682.0793899765536,571.7545397181154,135.61851708155194,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,1.15,1.15,11.309932474020213,2682.0793899765536,571.7545397181154,135.61851708155194,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,1.15,1.5,11.309932474020213,2682.0793899765536,571.7545397181154,135.61851708155194,38.11973465918739,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,1.5,0.8,11.309932474020213,2682.0793899765536,567.8710591119769,135.61851708155194,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,1.5,1.15,11.309932474020213,2682.0793899765536,567.8710591119769,135.61851708155194,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,2.1666666666666665,1.5,1.5,1.5,11.309932474020213,2682.0793899765536,567.8710591119769,135.61851708155194,45.66647306705919,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,0.8,0.8,11.309932474020213,2682.0793899765536,428.922469337234,52.82227272602005,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,0.8,1.15,11.309932474020213,2682.0793899765536,428.922469337234,52.82227272602005,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,0.8,1.5,11.309932474020213,2682.0793899765536,428.922469337234,52.82227272602005,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,1.15,0.8,11.309932474020213,2682.0793899765536,475.9991260260225,52.82227272602005,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,1.15,1.15,11.309932474020213,2682.0793899765536,475.9991260260225,52.82227272602005,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,1.15,1.5,11.309932474020213,2682.0793899765536,475.9991260260225,52.82227272602005,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,1.5,0.8,11.309932474020213,2682.0793899765536,487.12715682414336,52.82227272602005,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,1.5,1.15,11.309932474020213,2682.0793899765536,487.12715682414336,52.82227272602005,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,0.8,1.5,1.5,11.309932474020213,2682.0793899765536,487.12715682414336,52.82227272602005,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,0.8,0.8,11.309932474020213,2682.0793899765536,428.922469337234,91.03929024166843,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,0.8,1.15,11.309932474020213,2682.0793899765536,428.922469337234,91.03929024166843,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,0.8,1.5,11.309932474020213,2682.0793899765536,428.922469337234,91.03929024166843,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,1.15,0.8,11.309932474020213,2682.0793899765536,475.9991260260225,91.03929024166843,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,1.15,1.15,11.309932474020213,2682.0793899765536,475.9991260260225,91.03929024166843,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,1.15,1.5,11.309932474020213,2682.0793899765536,475.9991260260225,91.03929024166843,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,1.5,0.8,11.309932474020213,2682.0793899765536,487.12715682414336,91.03929024166843,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,1.5,1.15,11.309932474020213,2682.0793899765536,487.12715682414336,91.03929024166843,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,1.15,1.5,1.5,11.309932474020213,2682.0793899765536,487.12715682414336,91.03929024166843,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,0.8,0.8,11.309932474020213,2682.0793899765536,428.922469337234,135.61851708155194,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,0.8,1.15,11.309932474020213,2682.0793899765536,428.922469337234,135.61851708155194,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,0.8,1.5,11.309932474020213,2682.0793899765536,428.922469337234,135.61851708155194,18.602206465141556,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,1.15,0.8,11.309932474020213,2682.0793899765536,475.9991260260225,135.61851708155194,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,1.15,1.15,11.309932474020213,2682.0793899765536,475.9991260260225,135.61851708155194,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,1.15,1.5,11.309932474020213,2682.0793899765536,475.9991260260225,135.61851708155194,34.166361882091984,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,1.5,0.8,11.309932474020213,2682.0793899765536,487.12715682414336,135.61851708155194,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,1.5,1.15,11.309932474020213,2682.0793899765536,487.12715682414336,135.61851708155194,44.82903721126721,1,1
0,1057.142857142857,15.0,3.0,3.0,1.5,1.5,1.5,11.309932474020213,2682.0793899765536,487.12715682414336,135.61851708155194,44.82903721126721,1,1
0,1285.7142857142858,6.0,3.0,0.5,0.8,0.8,0.8,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,0.8,1.15,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,0.8,1.5,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,1.15,0.8,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,1.15,1.15,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,1.15,1.5,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,1.5,0.8,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,1.5,1.15,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,0.8,1.5,1.5,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,0.8,0.8,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,0.8,1.15,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,0.8,1.5,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,1.15,0.8,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,1.15,1.15,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,1.15,1.5,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,1.5,0.8,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,1.5,1.15,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.15,1.5,1.5,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,0.8,0.8,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,0.8,1.15,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,0.8,1.5,26.56505117707799,1399.0184353818138,509.407607533207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,1.15,0.8,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,1.15,1.15,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,1.15,1.5,26.56505117707799,1399.0184353818138,486.0441503455207,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,1.5,0.8,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,1.5,1.15,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
0,1285.7142857142858,6.0,3.0,0.5,1.5,1.5,1.5,26.56505117707799,1399.0184353818138,464.51964204012364,1000000000.0,1000000000.0,0,0
