Material_Flag,V1 (m/s),b (mm),d12 (mm),d23 (mm),h1 (mm),h2 (mm),h3 (mm),beta1 (deg),Vc12 (m/s),Vc23 (m/s),T_Interface1 (K),T_Interface2 (K),Clearance_OK,Weldable
0,600.0,6.0,3.0,1.3333333333333335,1.15,0.8,0.8,26.56505117707799,652.8752698448463,112.20598674113835,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,0.8,1.15,26.56505117707799,652.8752698448463,112.20598674113835,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,0.8,1.5,26.56505117707799,652.8752698448463,112.20598674113835,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,1.15,0.8,26.56505117707799,652.8752698448463,145.2939603283081,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,1.15,1.15,26.56505117707799,652.8752698448463,145.2939603283081,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,1.15,1.5,26.56505117707799,652.8752698448463,145.2939603283081,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,1.5,0.8,26.56505117707799,652.8752698448463,155.72028469854988,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,1.5,1.15,26.56505117707799,652.8752698448463,155.72028469854988,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.15,1.5,1.5,26.56505117707799,652.8752698448463,155.72028469854988,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,0.8,0.8,26.56505117707799,652.8752698448463,112.20598674113835,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,0.8,1.15,26.56505117707799,652.8752698448463,112.20598674113835,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,0.8,1.5,26.56505117707799,652.8752698448463,112.20598674113835,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,1.15,0.8,26.56505117707799,652.8752698448463,145.2939603283081,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,1.15,1.15,26.56505117707799,652.8752698448463,145.2939603283081,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,1.15,1.5,26.56505117707799,652.8752698448463,145.2939603283081,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,1.5,0.8,26.56505117707799,652.8752698448463,155.72028469854988,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,1.5,1.15,26.56505117707799,652.8752698448463,155.72028469854988,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,1.3333333333333335,1.5,1.5,1.5,26.56505117707799,652.8752698448463,155.72028469854988,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,0.8,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,0.8,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,0.8,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,1.15,0.8,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,1.15,1.15,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,1.15,1.5,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,1.5,0.8,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,1.5,1.15,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,0.8,1.5,1.5,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,0.8,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,0.8,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,0.8,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,1.15,0.8,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,1.15,1.15,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,1.15,1.5,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,1.5,0.8,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,1.5,1.15,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.15,1.5,1.5,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,0.8,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,0.8,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,0.8,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,1.15,0.8,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,1.15,1.15,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,1.15,1.5,26.56505117707799,652.8752698448463,79.15547595879883,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,1.5,0.8,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,1.5,1.15,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,2.1666666666666665,1.5,1.5,1.5,26.56505117707799,652.8752698448463,111.56577710552736,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,0.8,0.8,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,0.8,0.8,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,0.8,0.8,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,0.8,1.15,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,0.8,1.15,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,0.8,1.15,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,0.8,1.5,0.8,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,0.8,1.5,1.15,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,0.8,1.5,1.5,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,1.15,0.8,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.15,0.8,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.15,0.8,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.15,1.15,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.15,1.15,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.15,1.15,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.15,1.5,0.8,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,1.15,1.5,1.15,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,1.15,1.5,1.5,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,1.5,0.8,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.5,0.8,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.5,0.8,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.5,1.15,0.8,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.5,1.15,1.15,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.5,1.15,1.5,26.56505117707799,652.8752698448463,0.0,1000000000.0,0.0,0,0
0,600.0,6.0,3.0,3.0,1.5,1.5,0.8,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,1.5,1.5,1.15,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,6.0,3.0,3.0,1.5,1.5,1.5,26.56505117707799,652.8752698448463,60.598905897274534,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,0.8,0.8,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,0.8,1.15,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,0.8,1.5,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,1.15,0.8,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,1.15,1.15,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,1.15,1.5,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,1.5,0.8,18.434948822922014,936.433384775837,276.26627149412826,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,1.5,1.15,18.434948822922014,936.433384775837,276.26627149412826,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,0.8,1.5,1.5,18.434948822922014,936.433384775837,276.26627149412826,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,0.8,0.8,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,0.8,1.15,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,0.8,1.5,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,1.15,0.8,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,1.15,1.15,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,1.15,1.5,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,1.5,0.8,18.434948822922014,936.433384775837,276.26627149412826,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,1.5,1.15,18.434948822922014,936.433384775837,276.26627149412826,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.15,1.5,1.5,18.434948822922014,936.433384775837,276.26627149412826,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.5,0.8,0.8,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.5,0.8,1.15,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.5,0.8,1.5,18.434948822922014,936.433384775837,289.09527841850064,1000000000.0,1000000000.0,0,0
0,600.0,9.0,3.0,0.5,1.5,1.15,0.8,18.434948822922014,936.433384775837,285.64947569284146,1000000000.0,1000000000.0,0,0
